,layer,type,coords.x1,coords.x2,coords.x3
1140,C,Lithic,8.6450004578,2.3880000114,-2.003000021
1141,C,Bone,8.7229995728,2.2320001125,-1.9609999657
1146,C,Bone,7.9349999428,2.5999999046,-2.0650000572
1147,C,Tooth,7.9759998322,2.5799999237,-2.0759999752
1148,C,Bone,7.9609999657,2.4800000191,-2.0769999027
1149,C,Bone,7.9559998512,2.4400000572,-2.0629999638
1150,C,Bone,7.8779997826,2.3599998951,-2.1180000305
1151,C,Bone,7.7230000496,2.3120000362,-2.0950000286
1152,C,Bone,7.8509998322,2.3080000877,-2.1380000114
1160,C,Bone,8.4809999466,2.0590000153,-2.0980000496
1161,C,Bone,8.6529998779,2.253000021,-2.0590000153
1162,C,Bone,8.6660003662,2.4900000095,-2.0690000057
1163,C,Bone,8.5469999313,2.2269999981,-2.0759999752
1164,C,Lithic,8.3999996185,2.2369999886,-2.0980000496
1165,C,Tooth,8.6140003204,2.2960000038,-2.0690000057
1166,C,Bone,8.6520004272,2.2330000401,-2.0799999237
1167,C,Bone,8.595000267,2.114000082,-2.0789999962
1168,C,Bone,8.5069999695,2.0090000629,-2.1029999256
1175,C,Tooth,7.5999999046,2.2750000954,-2.2230000496
1176,C,Bone,7.632999897,2.3329999447,-2.236000061
1177,C,Bone,7.6729998589,2.5380001068,-2.2000000477
1178,C,Bone,7.6710000038,2.388999939,-2.2269999981
1179,C,Bone,7.7699999809,2.3180000782,-2.1870000362
1180,C,Bone,7.7820000648,2.3039999008,-2.1530001163
1181,C,Tooth,7.7740001678,2.2990000248,-2.1589999199
1182,C,Bone,7.8410000801,2.3940000534,-2.2269999981
1183,C,Bone,8.5579996109,2.2430000305,-2.1989998817
1184,C,Bone,7.623000145,2.2760000229,-2.2509999275
1185,C,Bone,7.9320001602,2.8710000515,-0.9840000272
1190,C,Tooth,8.140999794,2.8190000057,-0.9480000138
1191,C,Bone,8.6020002365,2.5610001087,-0.9879999757
1192,C,Lithic,8.501999855,2.6979999542,-0.9629999995
1193,C,Bone,8.6040000916,2.6480000019,-0.9900000095
1194,C,Lithic,8.6579999924,2.5639998913,-1.0049999952
1195,C,Lithic,8.6199998856,2.6159999371,-1.0149999857
1211,C,Bone,8.5970001221,2.6530001163,-0.8590000272
1212,C,Lithic,8.6120004654,2.4930000305,-0.9399999976
1225,C,Bone,8.7449998856,2.5820000172,-0.8149999976
1226,C,Tooth,8.4390001297,2.6849999428,-0.8360000253
1227,C,Bone,8.3400001526,2.7149999142,-0.8220000267
1228,C,Bone,8.3760004044,2.7290000916,-0.8470000029
1229,C,Bone,8.0850000381,2.8039999008,-0.7960000038
1231,C,Lithic,8.1319999695,2.8169999123,-0.7419999838
3024,C,Micro,5.5,2.5,-1.2899999619
3025,C,Micro,5.5,2.5,-1.2899999619
3026,C,Micro,6.5,2.5,-1.2899999619
3027,C,Micro,6.5,2.5,-1.2899999619
3028,C,Micro,8.5,2.5,-1.2899999619
3029,C,Micro,5.5,2.5,-1.3899999857
3030,C,Micro,5.5,2.5,-1.3899999857
3031,C,Micro,5.5,2.5,-1.4900000095
3032,C,Micro,4.5152072193,2.8696524064,-1.5900000334
3033,C,Micro,5.5,2.5,-1.5900000334
3034,C,Micro,6.5,2.5,-1.5900000334
3035,C,Micro,8.4625668449,1.6965240642,-1.6900000572
3036,C,Micro,6.5,2.5,-1.7899999619
3037,C,Micro,6.5,2.5,-1.7899999619
