,id,layer,abrasion,oxid,weat,taphorecord,coords.x1,coords.x2,coords.x3
706,1276,D,NA,NA,NA,NA,3.8420000076,2.8580000401,-2.1779999733
707,1279,D,NA,NA,NA,NA,3.756000042,2.8440001011,-2.1779999733
708,1284,D,NA,NA,NA,NA,3.4210000038,2.7630000114,-2.2460000515
709,1286,D,NA,NA,NA,NA,3.3770000935,2.3450000286,-2.2290000916
710,1135,D,NA,NA,NA,NA,4.5809998512,2.7190001011,-2.1710000038
711,1151,D,NA,NA,NA,NA,4.9850001335,2.4830000401,-2.2079999447
712,1157,D,NA,NA,NA,NA,4.9739999771,2.507999897,-2.2039999962
713,1124,D,NA,NA,NA,NA,5.5970001221,2.1579999924,-2.1809999943
714,1130,D,NA,NA,NA,NA,5.2170000076,2.0499999523,-2.1849999428
715,1136,D,NA,NA,NA,NA,5.5320000648,2.3059999943,-2.1270000935
716,1147,D,NA,NA,NA,NA,5.1490001678,2.1099998951,-2.2309999466
717,1152,D,NA,NA,NA,NA,5.382999897,2.3580000401,-2.2379999161
718,1272,D,NA,NA,NA,NA,5.2470002174,1.9420000315,-2.2550001144
719,1242,D,NA,NA,NA,NA,8.3260002136,1.4850000143,-2.1619999409
720,1247,D,NA,NA,NA,NA,8.5640001297,1.44599998,-2.2160000801
721,1252,D,NA,NA,NA,NA,8.1789999008,1.2120000124,-2.260999918
722,1258,D,NA,NA,NA,NA,8.390999794,1.7389999628,-2.2119998932
723,1262,D,NA,NA,NA,NA,8.4110002518,1.7569999695,-2.2049999237
724,1263,D,NA,NA,NA,NA,8.361000061,1.7259999514,-2.1840000153
725,1274,D,NA,NA,NA,NA,8.2749996185,1.6660000086,-2.1630001068
726,1277,D,NA,NA,NA,NA,8.2620000839,1.6380000114,-2.1630001068
727,1164,D,NA,NA,NA,NA,4.0650000572,2.2920000553,-2.256000042
728,1172,D,NA,NA,NA,NA,4.8280000687,2.507999897,-2.3090000153
729,1179,D,NA,NA,NA,NA,4.013999939,2.2960000038,-2.3350000381
730,1158,D,NA,NA,NA,NA,5.2069997787,2.132999897,-2.2929999828
731,1165,D,NA,NA,NA,NA,5.2740001678,2.2599999905,-2.2620000839
732,1173,D,NA,NA,NA,NA,5.3319997787,2.2899999619,-2.2569999695
733,1185,D,NA,NA,NA,NA,5.2829999924,2.0339999199,-2.2820000648
734,1191,D,NA,NA,NA,NA,5.2459998131,2.0209999084,-2.3129999638
735,1197,D,NA,NA,NA,NA,5.2769999504,2.1870000362,-2.3239998817
736,1204,D,NA,NA,NA,NA,5.4340000153,2.3659999371,-2.3169999123
737,1220,D,NA,NA,NA,NA,5.6300001144,2.0399999619,-2.2939999104
738,1311,D,NA,NA,NA,NA,5.7449998856,1.9709999561,-2.3489999771
739,1322,D,NA,NA,NA,NA,5.8049998283,1.9069999456,-2.3090000153
740,1334,D,NA,NA,NA,NA,5.8070001602,1.9600000381,-2.3369998932
741,982,D,NA,NA,NA,NA,5.6989998817,1.9550000429,-2.3499999046
742,1280,D,NA,NA,NA,NA,8.2250003815,1.3710000515,-2.3039999008
743,1283,D,NA,NA,NA,NA,8.8319997787,1.3669999838,-2.3389999866
744,1186,D,NA,NA,NA,NA,4.7259998322,2.4990000725,-2.4240000248
745,1192,D,NA,NA,NA,NA,4.4710001945,2.5720000267,-2.3970000744
746,1198,D,NA,NA,NA,NA,4.4699997902,2.5020000935,-2.4089999199
747,1205,D,NA,NA,NA,NA,4.5679998398,2.2430000305,-2.4260001183
748,998,D,NA,NA,NA,NA,5.6739997864,1.8769999743,-2.3910000324
749,1285,D,NA,NA,NA,NA,8.6520004272,1.1920000315,-2.3800001144
750,1287,D,NA,NA,NA,NA,8.2589998245,1.5490000248,-2.3629999161
751,1221,D,NA,NA,NA,NA,4.8090000153,2.3880000114,-2.4470000267
752,1227,D,NA,NA,NA,NA,4.4759998322,2.3800001144,-2.4660000801
753,1232,D,NA,NA,NA,NA,4.4019999504,2.3090000153,-2.4820001125
754,1239,D,NA,NA,NA,NA,4.4600000381,2.236000061,-2.4779999256
755,1243,D,NA,NA,NA,NA,4.4749999046,2.4800000191,-2.5
756,1249,D,NA,NA,NA,NA,4.3979997635,2.5829999447,-2.507999897
757,1254,D,NA,NA,NA,NA,4.7290000916,2.2990000248,-2.4900000095
758,1260,D,NA,NA,NA,NA,4.7430000305,2.4270000458,-2.5250000954
